название,единица_измерения,цена
"Лист оцинкованный   0,5х1250х2500",шт,1237.0
"Лист оцинкованный   0,7х1250х2500",шт,1679.0
"Лист оцинкованный   1,2х1250х2500",шт,2786.0
"Лист оцинкованный   1,4х1250х2500",шт,3250.0
"Лист оцинкованный   2,0х1250х2500",шт,4643.0
Лист оцинкованный БРАК (кг),кг,70.0
Лист полимерный,,141.0
"Лист полимерный 0,40х1250 цв 3005",кг,141.0
"Лист полимерный 0,40х1250 цв 7024",кг,141.0
"Лист полимерный 0,40х1250 цв 7024 Мат",кг,165.0
"Лист полимерный 0,40х1250 цв 8017",кг,141.0
"Лист полимерный 0,40х1250 цв 8019",кг,141.0
"Лист полимерный 0,40х1250 цв 9003",кг,141.0
"Лист полимерный 0,45х1250 цв 1015",кг,135.0
"Лист полимерный 0,45х1250 цв 3005",кг,135.0
"Лист полимерный 0,45х1250 цв 5005",кг,135.0
"Лист полимерный 0,45х1250 цв 6005",кг,135.0
"Лист полимерный 0,45х1250 цв 7024",кг,135.0
"Лист полимерный 0,45х1250 цв 7024 Мат",кг,160.0
"Лист полимерный 0,45х1250 цв 8017",кг,135.0
"Лист полимерный 0,45х1250 цв 8017 Мат",кг,160.0
"Лист полимерный 0,45х1250 цв 8019",кг,135.0
"Лист полимерный 0,45х1250 цв 9003",кг,135.0
"Лист полимерный 0,50х1250 цв 8017",кг,134.0
Лист полимерный БРАК (кг),кг,88.0
Лист рифленый,,9100.0
"Лист рифл. 3,0х1250х2500",шт,7280.0
"Лист рифл. 4,0х1250х2500",шт,9100.0
"Лист рифл. 4,0х1500х6000",шт,26845.0
Лист рубленный,,
Лист холоднокатанный,,1816.0
"Лист х/к 0,35х1000х2000",шт,510.0
"Лист х/к 0,5х1000х2000",шт,648.0
"Лист х/к 0,65х1000х2000",шт,880.0
"Лист х/к 0,6х1000х2000",шт,810.0
"Лист х/к 0,7х1000х2000",шт,880.0
"Лист х/к 0,7х1250х2500",шт,1400.0
"Лист х/к 0,95х1000х2000",шт,1256.0
"Лист х/к 0,95х1250х2500",шт,1960.0
"Лист х/к 0,9х1000х2000",шт,1160.0
"Лист х/к 0,9х1250х2500",шт,1816.0
"Лист х/к 1,0х1000х2000",шт,1256.0
"Лист х/к 1,0х1250х2500",шт,1960.0
"Лист х/к 1,15х1000х2000",шт,1520.0
"Лист х/к 1,15х1250х2500",шт,2360.0
"Лист х/к 1,1х1000х2000",шт,1384.0
"Лист х/к 1,1х1250х2500",шт,2160.0
"Лист х/к 1,2х1000х2000",шт,1520.0
"Лист х/к 1,2х1250х2500",шт,2360.0
"Лист х/к 1,35х1000х2000",шт,1760.0
"Лист х/к 1,35х1250х2500",шт,2800.0
"Лист х/к 1,4х1000х2000",шт,1760.0
"Лист х/к 1,4х1250х2500",шт,2800.0
"Лист х/к 1,5х1000х2000",шт,1920.0
"Лист х/к 1,5х1250х2500",шт,2960.0
"Лист х/к 2,0х1250х2500",шт,4000.0
Полоса,,135.0
Полоса 30х4 (Бишкек),м,76.0
Полоса 40х4 (Бишкек),м,103.0
Полоса 50х4 (Бишкек),м,135.0
Прокат угловой,,526.0
Прокат угловой местный,,168.0
Уголок 30х2 (Бишкек),м,70.0
Уголок 30х3 (Бишкек),м,116.0
Уголок 30х4 (Бишкек),м,119.0
"Уголок 40х2,5 (Бишкек)",м,110.0
Уголок 40х3 (Бишкек),м,164.0
Уголок 40х4 (Бишкек),м,168.0
Уголок 50х3 (Бишкек),м,167.0
Уголок 50х4 (Бишкек),м,215.0
Уголок 50х5 (Бишкек),м,266.0
Прокат угловой Производство,,526.0
Уголок гнутый 50х3 (Производство),шт,526.0
Уголок гнутый 60х3 (Производство),шт,628.0
Прокат угловой равнополочный,,648.0
Уголок 100х100х10,м,1217.0
"Уголок 100х100х6,5",м,799.0
Уголок 100х100х7,м,858.0
Уголок 100х100х8,м,950.0
Уголок 125х125х10,м,1512.0
Уголок 125х125х8,м,1273.0
Уголок 25x25x3,м,104.0
Уголок 32x32x3,м,139.0
Уголок 40х40х3,м,162.0
Уголок 40х40х4,м,204.0
Уголок 45х45х4,м,222.0
Уголок 50х50х4,м,240.0
Уголок 50х50х5,м,301.0
Уголок 63х63х4,м,302.0
Уголок 63х63х5,м,381.0
Уголок 63х63х6,м,452.0
Уголок 75х75х5,м,453.0
Уголок 75х75х6,м,534.0
Уголок 75х75х7,м,620.0
Уголок 75х75х8,м,707.0
Уголок 90х90х6,м,648.0
Уголок 90х90х7,м,756.0
Прочий металл,,40.0
"Обрезки металла, б/у металл до 2 метров",кг,40.0
Кованые изделия,,400.0
Бал Б-138,шт,400.0
Бал Весна,шт,400.0
Кованые изделия из трубы,,400.0
Бал Волна шарик,шт,500.0
Бал Розочка труба,шт,400.0
Ромбик,шт,525.0
У-008 труба,шт,475.0
Уголок Волна,шт,525.0
Узор Облако труба,шт,690.0
Узор Снежинка,шт,615.0
Узор Фонтан труба,шт,615.0
Урна Пушка,шт,2250.0
Металлолом,,
Оберточные листы от бухт профнастила (металлолом),кг,40.0
Оберточные листы от труб (металлолом),кг,40.0
Упаковка фанеры,шт,100.0
Скобы,,13.0
Скоба 200 для крепления балок,шт,13.0
Стеллажи,,
Хомуты,,36.0
Хомут 10х10,шт,21.0
Хомут 10х20,шт,32.5
Хомут 10х25,шт,36.0
Хомут 15х15,шт,27.0
Хомут 15х15 треуг.,шт,19.0
Хомут 15х20,шт,37.0
Хомут 15х25,шт,36.0
Хомут 15х30,шт,39.0
Хомут 15х35,шт,42.0
Хомут 15х60,шт,57.0
Хомут 20х20,шт,36.0
Хомут 20х20 треуг.,шт,25.0
Хомут 20х25,шт,39.0
Хомут 20х30,шт,42.0
Хомут 20х35,шт,36.0
Хомут 20х40,шт,44.0
Хомут 25х25,шт,42.0
Хомут 25х25 треугольн.,шт,29.0
"Хомут 25х25(3,5)",шт,21.0
Хомут 25х30,шт,45.0
Хомут 25х35,шт,44.0
Хомут 30х30,шт,48.0
Хомут 30х30 треуг.,шт,35.0
Хомут 30х35,шт,52.0
Хомут 30х40,шт,58.0
Хомут 30х60,шт,69.0
Хомут 35х35,шт,56.0
Хомут 35х40,шт,60.0
Хомут 35х45,шт,65.0
Хомут 40х40,шт,63.0
Сетка,,1061.0
Сетка ГАБ,,2500.0
"Сетка Габион ЦНК 2,0х2,5(4,0)(5х10)",шт,2500.0
"Сетка Габион ЦНК 2,0х2,5(4,0)(5х20)",шт,2100.0
"Сетка Габион ЦНК 2,0х2,5(4,0)(5х5)",шт,3300.0
Сетка Гиттер,,1400.0
Крепление сетки Гиттер ПЛМ 6005,шт,40.0
Крепление сетки Гиттер ПЛМ 7024,шт,40.0
Крепление сетки Гиттер ПЛМ 7035,шт,40.0
"Сетка Гиттер 1500х2500х4,0 Вр покр.",шт,2000.0
"Сетка Гиттер 2280х2500х4,0",шт,2100.0
"Сетка Гиттер БП 0,5х2,5(4,0)",шт,600.0
"Сетка Гиттер БП 0,6х2,5(4,0)",шт,700.0
"Сетка Гиттер БП 1,0х2,5(4,0)",шт,880.0
"Сетка Гиттер БП 1,2х2,5(4,0)",шт,1050.0
"Сетка Гиттер БП 1,5х2,5(4,0)",шт,1250.0
"Сетка Гиттер БП 1,7х2,5(4,0)",шт,1400.0
"Сетка Гиттер БП 2,0х2,5(4,0)",шт,1670.0
"Сетка Гиттер ПЛМ 0,5х2,5(4,0)",шт,950.0
"Сетка Гиттер ПЛМ 0,6х2,5(4,0)",шт,1050.0
"Сетка Гиттер ПЛМ 1,0х2,5(4,0)",шт,1400.0
"Сетка Гиттер ПЛМ 1,2х2,5(4,0)",шт,1650.0
"Сетка Гиттер ПЛМ 1,5х2,5(4,0)",шт,1850.0
"Сетка Гиттер ПЛМ 1,7х2,5(3,0)",шт,1400.0
"Сетка Гиттер ПЛМ 1,7х2,5(4,0)",шт,2100.0
"Сетка Гиттер ПЛМ 2,0х2,5(4,0)",шт,2450.0
"Сетка Гиттер ЦНК 0,5х2,5(4,0)",шт,720.0
"Сетка Гиттер ЦНК 0,6х2,5(4,0)",шт,850.0
"Сетка Гиттер ЦНК 1,0х2,5(4,0)",шт,1150.0
"Сетка Гиттер ЦНК 1,2х2,5(4,0)",шт,1350.0
"Сетка Гиттер ЦНК 1,5х2,5(4,0)",шт,1680.0
"Сетка Гиттер ЦНК 1,7х2,5(4,0)",шт,1800.0
"Сетка Гиттер ЦНК 2,0х2,5(4,0)",шт,2200.0
Скоба для сетки Гиттера 2х40х40,шт,40.0
Скоба для сетки Гиттера 2х40х40покр,шт,40.0
Скоба для сетки Гиттера 2х40х40цинк,шт,40.0
Скоба для сетки Гиттера 2х50х50,шт,40.0
Скоба для сетки Гиттера 2х50х50цинк,шт,40.0
Скоба для сетки Гиттера 2х60х60покр,шт,40.0
Скоба для сетки Гиттера 2х60х60цинк,шт,40.0
Скоба универсальная М6х80 с гайкой,шт,90.0
Сетка местного производства,,1290.0
Сетка МАК для стяжки,,1290.0
"Сетка МАК 100х100х2,7(2х3)",шт,520.0
"Сетка МАК 100х100х3,7(2х3)",шт,800.0
"Сетка МАК 100х100х4,7(2х3)",шт,1220.0
"Сетка МАК 100х100х5,0(2х3)",шт,1290.0
"Сетка МАК 150х150х2,2(1,8х2,8)",шт,220.0
"Сетка МАК 150х150х2,7(2х3)",шт,390.0
"Сетка МАК 150х150х3,7(2х3)",шт,600.0
"Сетка МАК 150х150х4,7(2х3)",шт,820.0
"Сетка МАК 150х150х5,0(2х3)",шт,850.0
"Сетка МАК 200х200х2,2(1,8х2,8)",шт,160.0
"Сетка МАК 200х200х2,7(2х3)",шт,280.0
"Сетка МАК 200х200х3,7(2х3)",шт,440.0
"Сетка МАК 200х200х4,7(2х3)",шт,670.0
"Сетка МАК 200х200х5,0(2х3)",шт,690.0
Сетка МАК кладочная,,148.0
"Сетка МАК 0,5к(2,2)х5",шт,20.0
"Сетка МАК 0,5к(3,7)",шт,89.0
"Сетка МАК 0,7к(3,7)",шт,90.0
"Сетка МАК 1,0к(2,2)х5",шт,22.0
"Сетка МАК 1,0к(2,2)х6",шт,26.0
"Сетка МАК 1,0к(3,7)",шт,91.0
"Сетка МАК 1,5к(2,2)х5",шт,29.0
"Сетка МАК 1,5к(2,2)х6",шт,37.0
"Сетка МАК 1,5к(3,7)",шт,130.0
"Сетка МАК 1,5к(4,7)",шт,148.0
Сетка сварная,,1061.0
"сетка сварная 10х10х1,0 (1х15) цинк",шт,2970.0
"сетка сварная 12х12х1,0 (1х10)",шт,1500.0
"сетка сварная 25х25х0,8 (1х10)",шт,570.0
"сетка сварная 25х25х1,1 (1х10)",шт,1061.0
"сетка сварная 25х25х1,5(1х20) цинк",шт,4525.0
"сетка сварная 50х50х1,4 (1х20)",шт,2722.0
Сетка цельнометаллическая,,
Высечка,кг,128.0
"Сетка ЦПВС 30х2,0  (1х2)",шт,2060.0
"Сетка ЦПВС 30х70х4,0 (1х3)",шт,6000.0
Трубы,,77.0
Трубы круглые,,77.0
"Труба 15х2,5",м,86.0
"Труба 15х2,5 А",м,82.0
"Труба 20х2,5",м,109.0
"Труба 20х2,5 А",м,107.0
"Труба 25х2,8",м,153.0
"Труба 25х2,8 А",м,141.0
"Труба 42,3х32х2,8",м,194.0
"Труба 42,3х32х2,8 А",м,180.0
"Труба 48х40х3,0",м,243.0
"Труба 48х40х3,0 А",м,236.0
"Труба 60,0х50х3,0",м,312.0
"Труба 75,5х65х3,2",м,409.0
"Труба 88,5х80х3,5",м,517.0
"Труба Дн 21,3х2,0",м,77.0
"Труба Дн 27х2,0",м,98.0
"Труба Дн 33,7х2,0",м,111.0
"Труба Дн 42х2,0",м,153.0
"Труба Дн 48х2,0",м,179.0
"Труба Дн 60х2,0",м,230.0
Труба СТ 10-20,,
Труба №16х3 СТ 10-20,м,200.0
Трубы метражом,,469.0
круглые метражом,,240.0
"труба метражом Дн 102х2,0",пог.м,396.0
"труба метражом Дн 102х2,5",пог.м,479.0
"труба метражом Дн 102х3,0",пог.м,557.0
"труба метражом Дн 108х2,5",пог.м,505.0
"труба метражом Дн 108х3,0",пог.м,597.0
"труба метражом Дн 108х3,5",пог.м,694.0
"труба метражом Дн 108х4,0",пог.м,796.0
"труба метражом Дн 10х1,0",пог.м,39.0
"труба метражом Дн 114х4,0",пог.м,872.0
"труба метражом Дн 12х1,0",пог.м,41.0
"труба метражом Дн 133х2,5",пог.м,638.0
"труба метражом Дн 133х4,0",пог.м,1040.0
"труба метражом Дн 13х1,0",пог.м,42.0
"труба метражом Дн 14х1,0",пог.м,44.0
"труба метражом Дн 159х2,5",пог.м,775.0
"труба метражом Дн 159х3,0",пог.м,903.0
"труба метражом Дн 159х4,0",пог.м,1331.0
"труба метражом Дн 159х4,5",пог.м,1540.0
"труба метражом Дн 159х5,0",пог.м,1744.0
"труба метражом Дн 16х1,0",пог.м,48.0
"труба метражом Дн 19х1,0",пог.м,61.0
"труба метражом Дн 20х1,0",пог.м,66.0
"труба метражом Дн 219х5,0",пог.м,2474.0
"труба метражом Дн 219х6,0",пог.м,2958.0
"труба метражом Дн 22х1,0",пог.м,72.0
"труба метражом Дн 25х1,0",пог.м,77.0
"труба метражом Дн 28х1,0",пог.м,84.0
"труба метражом Дн 32х1,0",пог.м,90.0
"труба метражом Дн 48х2,0",пог.м,186.0
"труба метражом Дн 57х1,5",пог.м,182.0
"труба метражом Дн 57х2,0",пог.м,217.0
"труба метражом Дн 57х3,0",пог.м,306.0
"труба метражом Дн 57х3,5",пог.м,352.0
"труба метражом Дн 60х2,0",пог.м,233.0
"труба метражом Дн 76х2,0",пог.м,291.0
"труба метражом Дн 76х3,0",пог.м,410.0
"труба метражом Дн 76х3,5",пог.м,474.0
"труба метражом Дн 89х2,5",пог.м,412.0
"труба метражом Дн 89х3,0",пог.м,485.0
"труба метражом Дн 89х3,5",пог.м,562.0
"труба метражом Дн 89х4,0",пог.м,694.0
"труба метражом Ду 15х2,5",пог.м,91.0
"труба метражом Ду 15х2,8",пог.м,98.0
"труба метражом Ду 20х2,0",пог.м,99.0
"труба метражом Ду 20х2,5",пог.м,121.0
"труба метражом Ду 20х2,8",пог.м,130.0
"труба метражом Ду 25х2,8",пог.м,165.0
"труба метражом Ду 25х3,2",пог.м,186.0
"труба метражом Ду 32х1,8",пог.м,137.0
"труба метражом Ду 32х2,8",пог.м,211.0
"труба метражом Ду 32х3,2",пог.м,240.0
"труба метражом Ду 40х2,5",пог.м,227.0
"труба метражом Ду 40х3,0",пог.м,262.0
"труба метражом Ду 40х3,5",пог.м,294.0
"труба метражом Ду 50х3,0",пог.м,332.0
"труба метражом Ду 65х3,0",пог.м,490.0
метражом,,469.0
"Труба метражом  200х100х4,0",пог.м,1754.0
"Труба метражом  200х100х5,0",пог.м,2213.0
"труба метражом 100х100х6,0",пог.м,1479.0
"труба метражом 140х140х4,0",пог.м,1652.0
